branch	parent	child	child_is_tip	branch_length	site	nt_distance	is_multi_hit
22	63	Molossus_molossus	1	45.7977	151	1	0
23	63	48	0	0	151	0	0
24	48	56	0	17.0412	151	0	0
25	56	57	0	10.5153	151	0	0
26	57	51	0	6.8221	151	0	0
27	51	33	0	0.83774	151	0	0
28	33	Myotis_brandtii	1	10.5814	151	0	0
29	33	Myotis_yumanensis	1	10.5814	151	0	0
30	51	Myotis_lucifugus	1	11.4192	151	0	0
31	57	49	0	4.99638	151	0	0
32	49	Myotis_davidii	1	13.2449	151	0	0
33	49	50	0	0.1449	151	0	0
34	50	Myotis_daubentonii	1	13.1	151	0	0
35	50	Myotis_myotis	1	13.1	151	0	0
36	56	60	0	2.9687	151	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	151	0	0
38	60	Eptesicus_fuscus	1	25.7878	151	0	0
39	48	Miniopterus_natalensis	1	45.7977	151	0	0
0	INTERNAL	13	0	37.3318	152	0	0
1	13	14	0	12.7335	152	0	0
2	14	Pteropus_alecto	1	11.9346	152	0	0
3	14	Pteropus_vampyrus	1	11.9346	152	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	152	0	0
5	INTERNAL	68	0	7	152	0	0
6	68	25	0	45.2	152	0	0
7	25	Saccopteryx_leptura	1	9.8	152	0	0
8	25	Saccopteryx_bilineata	1	9.8	152	0	0
9	68	47	0	3.68585	152	0	0
10	47	43	0	13.8141	152	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	152	0	0
12	43	34	0	9.73776	152	0	0
13	34	35	0	3.30694	152	0	0
14	35	37	0	6.6721	152	0	0
15	37	Sturnira_hondurensis	1	17.7832	152	0	0
16	37	Artibeus_jamaicensis	1	17.7832	152	0	0
17	35	36	0	13.2553	152	0	0
18	36	Phyllostomus_hastatus	1	11.2	152	0	0
19	36	Phyllostomus_discolor	1	11.2	152	0	0
20	34	Desmodus_rotundus	1	27.7622	152	1	0
21	47	63	0	5.51643	152	0	0
22	63	Molossus_molossus	1	45.7977	152	0	0
23	63	48	0	0	152	0	0
24	48	56	0	17.0412	152	0	0
25	56	57	0	10.5153	152	0	0
26	57	51	0	6.8221	152	0	0
27	51	33	0	0.83774	152	0	0
28	33	Myotis_brandtii	1	10.5814	152	0	0
29	33	Myotis_yumanensis	1	10.5814	152	0	0
30	51	Myotis_lucifugus	1	11.4192	152	0	0
31	57	49	0	4.99638	152	0	0
32	49	Myotis_davidii	1	13.2449	152	0	0
33	49	50	0	0.1449	152	0	0
34	50	Myotis_daubentonii	1	13.1	152	0	0
35	50	Myotis_myotis	1	13.1	152	0	0
36	56	60	0	2.9687	152	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	152	0	0
38	60	Eptesicus_fuscus	1	25.7878	152	0	0
39	48	Miniopterus_natalensis	1	45.7977	152	0	0
0	INTERNAL	13	0	37.3318	153	0	0
1	13	14	0	12.7335	153	0	0
2	14	Pteropus_alecto	1	11.9346	153	0	0
3	14	Pteropus_vampyrus	1	11.9346	153	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	153	0	0
5	INTERNAL	68	0	7	153	0	0
6	68	25	0	45.2	153	0	0
7	25	Saccopteryx_leptura	1	9.8	153	0	0
8	25	Saccopteryx_bilineata	1	9.8	153	0	0
9	68	47	0	3.68585	153	0	0
10	47	43	0	13.8141	153	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	153	0	0
12	43	34	0	9.73776	153	0	0
13	34	35	0	3.30694	153	0	0
14	35	37	0	6.6721	153	0	0
15	37	Sturnira_hondurensis	1	17.7832	153	0	0
16	37	Artibeus_jamaicensis	1	17.7832	153	0	0
17	35	36	0	13.2553	153	0	0
18	36	Phyllostomus_hastatus	1	11.2	153	0	0
19	36	Phyllostomus_discolor	1	11.2	153	0	0
20	34	Desmodus_rotundus	1	27.7622	153	0	0
21	47	63	0	5.51643	153	0	0
22	63	Molossus_molossus	1	45.7977	153	0	0
23	63	48	0	0	153	0	0
24	48	56	0	17.0412	153	0	0
25	56	57	0	10.5153	153	0	0
26	57	51	0	6.8221	153	0	0
27	51	33	0	0.83774	153	0	0
28	33	Myotis_brandtii	1	10.5814	153	0	0
29	33	Myotis_yumanensis	1	10.5814	153	0	0
30	51	Myotis_lucifugus	1	11.4192	153	0	0
31	57	49	0	4.99638	153	0	0
32	49	Myotis_davidii	1	13.2449	153	0	0
33	49	50	0	0.1449	153	0	0
34	50	Myotis_daubentonii	1	13.1	153	0	0
35	50	Myotis_myotis	1	13.1	153	0	0
36	56	60	0	2.9687	153	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	153	0	0
38	60	Eptesicus_fuscus	1	25.7878	153	0	0
39	48	Miniopterus_natalensis	1	45.7977	153	0	0
0	INTERNAL	13	0	37.3318	154	0	0
1	13	14	0	12.7335	154	0	0
2	14	Pteropus_alecto	1	11.9346	154	0	0
3	14	Pteropus_vampyrus	1	11.9346	154	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	154	0	0
5	INTERNAL	68	0	7	154	0	0
6	68	25	0	45.2	154	0	0
7	25	Saccopteryx_leptura	1	9.8	154	0	0
8	25	Saccopteryx_bilineata	1	9.8	154	0	0
9	68	47	0	3.68585	154	0	0
10	47	43	0	13.8141	154	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	154	0	0
12	43	34	0	9.73776	154	0	0
13	34	35	0	3.30694	154	0	0
14	35	37	0	6.6721	154	0	0
15	37	Sturnira_hondurensis	1	17.7832	154	0	0
16	37	Artibeus_jamaicensis	1	17.7832	154	0	0
17	35	36	0	13.2553	154	0	0
18	36	Phyllostomus_hastatus	1	11.2	154	0	0
19	36	Phyllostomus_discolor	1	11.2	154	0	0
20	34	Desmodus_rotundus	1	27.7622	154	0	0
21	47	63	0	5.51643	154	0	0
22	63	Molossus_molossus	1	45.7977	154	0	0
23	63	48	0	0	154	0	0
24	48	56	0	17.0412	154	0	0
25	56	57	0	10.5153	154	0	0
26	57	51	0	6.8221	154	0	0
27	51	33	0	0.83774	154	0	0
28	33	Myotis_brandtii	1	10.5814	154	0	0
29	33	Myotis_yumanensis	1	10.5814	154	0	0
30	51	Myotis_lucifugus	1	11.4192	154	0	0
31	57	49	0	4.99638	154	0	0
32	49	Myotis_davidii	1	13.2449	154	0	0
33	49	50	0	0.1449	154	0	0
34	50	Myotis_daubentonii	1	13.1	154	0	0
35	50	Myotis_myotis	1	13.1	154	0	0
36	56	60	0	2.9687	154	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	154	0	0
38	60	Eptesicus_fuscus	1	25.7878	154	0	0
39	48	Miniopterus_natalensis	1	45.7977	154	1	0
0	INTERNAL	13	0	37.3318	155	0	0
1	13	14	0	12.7335	155	0	0
2	14	Pteropus_alecto	1	11.9346	155	0	0
3	14	Pteropus_vampyrus	1	11.9346	155	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	155	0	0
5	INTERNAL	68	0	7	155	0	0
6	68	25	0	45.2	155	0	0
7	25	Saccopteryx_leptura	1	9.8	155	0	0
8	25	Saccopteryx_bilineata	1	9.8	155	0	0
9	68	47	0	3.68585	155	0	0
10	47	43	0	13.8141	155	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	155	1	0
12	43	34	0	9.73776	155	0	0
13	34	35	0	3.30694	155	0	0
14	35	37	0	6.6721	155	0	0
15	37	Sturnira_hondurensis	1	17.7832	155	0	0
16	37	Artibeus_jamaicensis	1	17.7832	155	0	0
17	35	36	0	13.2553	155	0	0
18	36	Phyllostomus_hastatus	1	11.2	155	0	0
19	36	Phyllostomus_discolor	1	11.2	155	0	0
20	34	Desmodus_rotundus	1	27.7622	155	0	0
21	47	63	0	5.51643	155	0	0
22	63	Molossus_molossus	1	45.7977	155	0	0
23	63	48	0	0	155	0	0
24	48	56	0	17.0412	155	0	0
25	56	57	0	10.5153	155	0	0
26	57	51	0	6.8221	155	0	0
27	51	33	0	0.83774	155	0	0
28	33	Myotis_brandtii	1	10.5814	155	0	0
29	33	Myotis_yumanensis	1	10.5814	155	0	0
30	51	Myotis_lucifugus	1	11.4192	155	0	0
31	57	49	0	4.99638	155	0	0
32	49	Myotis_davidii	1	13.2449	155	0	0
33	49	50	0	0.1449	155	0	0
34	50	Myotis_daubentonii	1	13.1	155	0	0
35	50	Myotis_myotis	1	13.1	155	0	0
36	56	60	0	2.9687	155	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	155	0	0
38	60	Eptesicus_fuscus	1	25.7878	155	0	0
39	48	Miniopterus_natalensis	1	45.7977	155	0	0
0	INTERNAL	13	0	37.3318	156	0	0
1	13	14	0	12.7335	156	0	0
2	14	Pteropus_alecto	1	11.9346	156	0	0
3	14	Pteropus_vampyrus	1	11.9346	156	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	156	0	0
5	INTERNAL	68	0	7	156	0	0
6	68	25	0	45.2	156	0	0
7	25	Saccopteryx_leptura	1	9.8	156	0	0
8	25	Saccopteryx_bilineata	1	9.8	156	0	0
9	68	47	0	3.68585	156	0	0
10	47	43	0	13.8141	156	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	156	0	0
12	43	34	0	9.73776	156	0	0
13	34	35	0	3.30694	156	0	0
14	35	37	0	6.6721	156	0	0
15	37	Sturnira_hondurensis	1	17.7832	156	0	0
16	37	Artibeus_jamaicensis	1	17.7832	156	0	0
17	35	36	0	13.2553	156	0	0
18	36	Phyllostomus_hastatus	1	11.2	156	0	0
19	36	Phyllostomus_discolor	1	11.2	156	0	0
20	34	Desmodus_rotundus	1	27.7622	156	0	0
21	47	63	0	5.51643	156	0	0
22	63	Molossus_molossus	1	45.7977	156	0	0
23	63	48	0	0	156	0	0
24	48	56	0	17.0412	156	0	0
25	56	57	0	10.5153	156	0	0
26	57	51	0	6.8221	156	0	0
27	51	33	0	0.83774	156	0	0
28	33	Myotis_brandtii	1	10.5814	156	0	0
29	33	Myotis_yumanensis	1	10.5814	156	0	0
30	51	Myotis_lucifugus	1	11.4192	156	0	0
31	57	49	0	4.99638	156	0	0
32	49	Myotis_davidii	1	13.2449	156	0	0
33	49	50	0	0.1449	156	0	0
34	50	Myotis_daubentonii	1	13.1	156	0	0
35	50	Myotis_myotis	1	13.1	156	0	0
36	56	60	0	2.9687	156	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	156	0	0
38	60	Eptesicus_fuscus	1	25.7878	156	0	0
39	48	Miniopterus_natalensis	1	45.7977	156	0	0
0	INTERNAL	13	0	37.3318	157	0	0
1	13	14	0	12.7335	157	0	0
2	14	Pteropus_alecto	1	11.9346	157	0	0
3	14	Pteropus_vampyrus	1	11.9346	157	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	157	0	0
5	INTERNAL	68	0	7	157	0	0
6	68	25	0	45.2	157	0	0
7	25	Saccopteryx_leptura	1	9.8	157	0	0
8	25	Saccopteryx_bilineata	1	9.8	157	0	0
9	68	47	0	3.68585	157	0	0
10	47	43	0	13.8141	157	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	157	0	0
12	43	34	0	9.73776	157	0	0
13	34	35	0	3.30694	157	0	0
14	35	37	0	6.6721	157	0	0
15	37	Sturnira_hondurensis	1	17.7832	157	0	0
16	37	Artibeus_jamaicensis	1	17.7832	157	0	0
17	35	36	0	13.2553	157	0	0
18	36	Phyllostomus_hastatus	1	11.2	157	0	0
19	36	Phyllostomus_discolor	1	11.2	157	0	0
20	34	Desmodus_rotundus	1	27.7622	157	0	0
21	47	63	0	5.51643	157	0	0
22	63	Molossus_molossus	1	45.7977	157	0	0
23	63	48	0	0	157	0	0
24	48	56	0	17.0412	157	0	0
25	56	57	0	10.5153	157	0	0
26	57	51	0	6.8221	157	0	0
27	51	33	0	0.83774	157	0	0
28	33	Myotis_brandtii	1	10.5814	157	0	0
29	33	Myotis_yumanensis	1	10.5814	157	0	0
30	51	Myotis_lucifugus	1	11.4192	157	0	0
31	57	49	0	4.99638	157	0	0
32	49	Myotis_davidii	1	13.2449	157	0	0
33	49	50	0	0.1449	157	0	0
34	50	Myotis_daubentonii	1	13.1	157	0	0
35	50	Myotis_myotis	1	13.1	157	0	0
36	56	60	0	2.9687	157	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	157	0	0
38	60	Eptesicus_fuscus	1	25.7878	157	0	0
39	48	Miniopterus_natalensis	1	45.7977	157	0	0
0	INTERNAL	13	0	37.3318	158	1	0
1	13	14	0	12.7335	158	0	0
2	14	Pteropus_alecto	1	11.9346	158	0	0
3	14	Pteropus_vampyrus	1	11.9346	158	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	158	0	0
5	INTERNAL	68	0	7	158	0	0
6	68	25	0	45.2	158	0	0
7	25	Saccopteryx_leptura	1	9.8	158	0	0
8	25	Saccopteryx_bilineata	1	9.8	158	0	0
9	68	47	0	3.68585	158	0	0
10	47	43	0	13.8141	158	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	158	0	0
12	43	34	0	9.73776	158	0	0
13	34	35	0	3.30694	158	0	0
14	35	37	0	6.6721	158	0	0
15	37	Sturnira_hondurensis	1	17.7832	158	0	0
16	37	Artibeus_jamaicensis	1	17.7832	158	0	0
17	35	36	0	13.2553	158	0	0
18	36	Phyllostomus_hastatus	1	11.2	158	0	0
19	36	Phyllostomus_discolor	1	11.2	158	0	0
20	34	Desmodus_rotundus	1	27.7622	158	0	0
21	47	63	0	5.51643	158	0	0
22	63	Molossus_molossus	1	45.7977	158	0	0
23	63	48	0	0	158	0	0
24	48	56	0	17.0412	158	0	0
25	56	57	0	10.5153	158	0	0
26	57	51	0	6.8221	158	0	0
27	51	33	0	0.83774	158	0	0
28	33	Myotis_brandtii	1	10.5814	158	0	0
29	33	Myotis_yumanensis	1	10.5814	158	0	0
30	51	Myotis_lucifugus	1	11.4192	158	0	0
31	57	49	0	4.99638	158	0	0
32	49	Myotis_davidii	1	13.2449	158	0	0
33	49	50	0	0.1449	158	0	0
34	50	Myotis_daubentonii	1	13.1	158	0	0
35	50	Myotis_myotis	1	13.1	158	0	0
36	56	60	0	2.9687	158	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	158	0	0
38	60	Eptesicus_fuscus	1	25.7878	158	0	0
39	48	Miniopterus_natalensis	1	45.7977	158	0	0
0	INTERNAL	13	0	37.3318	159	0	0
1	13	14	0	12.7335	159	0	0
2	14	Pteropus_alecto	1	11.9346	159	0	0
3	14	Pteropus_vampyrus	1	11.9346	159	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	159	0	0
5	INTERNAL	68	0	7	159	0	0
6	68	25	0	45.2	159	0	0
7	25	Saccopteryx_leptura	1	9.8	159	0	0
8	25	Saccopteryx_bilineata	1	9.8	159	0	0
9	68	47	0	3.68585	159	0	0
10	47	43	0	13.8141	159	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	159	0	0
12	43	34	0	9.73776	159	0	0
13	34	35	0	3.30694	159	0	0
14	35	37	0	6.6721	159	0	0
15	37	Sturnira_hondurensis	1	17.7832	159	0	0
16	37	Artibeus_jamaicensis	1	17.7832	159	0	0
17	35	36	0	13.2553	159	0	0
18	36	Phyllostomus_hastatus	1	11.2	159	0	0
19	36	Phyllostomus_discolor	1	11.2	159	0	0
20	34	Desmodus_rotundus	1	27.7622	159	0	0
21	47	63	0	5.51643	159	0	0
22	63	Molossus_molossus	1	45.7977	159	0	0
23	63	48	0	0	159	0	0
24	48	56	0	17.0412	159	0	0
25	56	57	0	10.5153	159	0	0
26	57	51	0	6.8221	159	0	0
27	51	33	0	0.83774	159	0	0
28	33	Myotis_brandtii	1	10.5814	159	0	0
29	33	Myotis_yumanensis	1	10.5814	159	0	0
30	51	Myotis_lucifugus	1	11.4192	159	1	0
31	57	49	0	4.99638	159	0	0
32	49	Myotis_davidii	1	13.2449	159	0	0
33	49	50	0	0.1449	159	0	0
34	50	Myotis_daubentonii	1	13.1	159	0	0
35	50	Myotis_myotis	1	13.1	159	0	0
36	56	60	0	2.9687	159	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	159	0	0
38	60	Eptesicus_fuscus	1	25.7878	159	0	0
39	48	Miniopterus_natalensis	1	45.7977	159	1	0
0	INTERNAL	13	0	37.3318	160	0	0
1	13	14	0	12.7335	160	0	0
2	14	Pteropus_alecto	1	11.9346	160	0	0
3	14	Pteropus_vampyrus	1	11.9346	160	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	160	0	0
5	INTERNAL	68	0	7	160	0	0
6	68	25	0	45.2	160	0	0
7	25	Saccopteryx_leptura	1	9.8	160	0	0
8	25	Saccopteryx_bilineata	1	9.8	160	0	0
9	68	47	0	3.68585	160	0	0
10	47	43	0	13.8141	160	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	160	0	0
12	43	34	0	9.73776	160	0	0
13	34	35	0	3.30694	160	0	0
14	35	37	0	6.6721	160	0	0
15	37	Sturnira_hondurensis	1	17.7832	160	0	0
16	37	Artibeus_jamaicensis	1	17.7832	160	0	0
17	35	36	0	13.2553	160	1	0
18	36	Phyllostomus_hastatus	1	11.2	160	0	0
19	36	Phyllostomus_discolor	1	11.2	160	0	0
20	34	Desmodus_rotundus	1	27.7622	160	0	0
21	47	63	0	5.51643	160	0	0
22	63	Molossus_molossus	1	45.7977	160	0	0
23	63	48	0	0	160	0	0
24	48	56	0	17.0412	160	1	0
25	56	57	0	10.5153	160	0	0
26	57	51	0	6.8221	160	0	0
27	51	33	0	0.83774	160	0	0
28	33	Myotis_brandtii	1	10.5814	160	0	0
29	33	Myotis_yumanensis	1	10.5814	160	0	0
30	51	Myotis_lucifugus	1	11.4192	160	0	0
31	57	49	0	4.99638	160	0	0
32	49	Myotis_davidii	1	13.2449	160	0	0
33	49	50	0	0.1449	160	0	0
34	50	Myotis_daubentonii	1	13.1	160	0	0
35	50	Myotis_myotis	1	13.1	160	0	0
36	56	60	0	2.9687	160	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	160	0	0
38	60	Eptesicus_fuscus	1	25.7878	160	0	0
39	48	Miniopterus_natalensis	1	45.7977	160	0	0
0	INTERNAL	13	0	37.3318	161	0	0
1	13	14	0	12.7335	161	0	0
2	14	Pteropus_alecto	1	11.9346	161	0	0
3	14	Pteropus_vampyrus	1	11.9346	161	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	161	0	0
5	INTERNAL	68	0	7	161	0	0
6	68	25	0	45.2	161	0	0
7	25	Saccopteryx_leptura	1	9.8	161	0	0
8	25	Saccopteryx_bilineata	1	9.8	161	0	0
9	68	47	0	3.68585	161	0	0
10	47	43	0	13.8141	161	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	161	0	0
12	43	34	0	9.73776	161	0	0
13	34	35	0	3.30694	161	0	0
14	35	37	0	6.6721	161	0	0
15	37	Sturnira_hondurensis	1	17.7832	161	0	0
16	37	Artibeus_jamaicensis	1	17.7832	161	0	0
17	35	36	0	13.2553	161	0	0
18	36	Phyllostomus_hastatus	1	11.2	161	0	0
19	36	Phyllostomus_discolor	1	11.2	161	0	0
20	34	Desmodus_rotundus	1	27.7622	161	0	0
21	47	63	0	5.51643	161	0	0
22	63	Molossus_molossus	1	45.7977	161	0	0
23	63	48	0	0	161	0	0
24	48	56	0	17.0412	161	0	0
25	56	57	0	10.5153	161	0	0
26	57	51	0	6.8221	161	0	0
27	51	33	0	0.83774	161	0	0
28	33	Myotis_brandtii	1	10.5814	161	0	0
29	33	Myotis_yumanensis	1	10.5814	161	0	0
30	51	Myotis_lucifugus	1	11.4192	161	0	0
31	57	49	0	4.99638	161	0	0
32	49	Myotis_davidii	1	13.2449	161	0	0
33	49	50	0	0.1449	161	0	0
34	50	Myotis_daubentonii	1	13.1	161	0	0
35	50	Myotis_myotis	1	13.1	161	0	0
36	56	60	0	2.9687	161	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	161	0	0
38	60	Eptesicus_fuscus	1	25.7878	161	0	0
39	48	Miniopterus_natalensis	1	45.7977	161	0	0
0	INTERNAL	13	0	37.3318	162	0	0
1	13	14	0	12.7335	162	0	0
2	14	Pteropus_alecto	1	11.9346	162	0	0
3	14	Pteropus_vampyrus	1	11.9346	162	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	162	0	0
5	INTERNAL	68	0	7	162	0	0
6	68	25	0	45.2	162	0	0
7	25	Saccopteryx_leptura	1	9.8	162	0	0
8	25	Saccopteryx_bilineata	1	9.8	162	0	0
9	68	47	0	3.68585	162	0	0
10	47	43	0	13.8141	162	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	162	0	0
12	43	34	0	9.73776	162	0	0
13	34	35	0	3.30694	162	0	0
14	35	37	0	6.6721	162	0	0
15	37	Sturnira_hondurensis	1	17.7832	162	0	0
16	37	Artibeus_jamaicensis	1	17.7832	162	0	0
17	35	36	0	13.2553	162	0	0
18	36	Phyllostomus_hastatus	1	11.2	162	0	0
19	36	Phyllostomus_discolor	1	11.2	162	0	0
20	34	Desmodus_rotundus	1	27.7622	162	0	0
21	47	63	0	5.51643	162	0	0
22	63	Molossus_molossus	1	45.7977	162	0	0
23	63	48	0	0	162	0	0
24	48	56	0	17.0412	162	0	0
25	56	57	0	10.5153	162	0	0
26	57	51	0	6.8221	162	0	0
27	51	33	0	0.83774	162	0	0
28	33	Myotis_brandtii	1	10.5814	162	0	0
29	33	Myotis_yumanensis	1	10.5814	162	0	0
30	51	Myotis_lucifugus	1	11.4192	162	0	0
31	57	49	0	4.99638	162	0	0
32	49	Myotis_davidii	1	13.2449	162	0	0
33	49	50	0	0.1449	162	0	0
34	50	Myotis_daubentonii	1	13.1	162	0	0
35	50	Myotis_myotis	1	13.1	162	0	0
36	56	60	0	2.9687	162	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	162	0	0
38	60	Eptesicus_fuscus	1	25.7878	162	0	0
39	48	Miniopterus_natalensis	1	45.7977	162	0	0
0	INTERNAL	13	0	37.3318	163	0	0
1	13	14	0	12.7335	163	0	0
2	14	Pteropus_alecto	1	11.9346	163	0	0
3	14	Pteropus_vampyrus	1	11.9346	163	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	163	0	0
5	INTERNAL	68	0	7	163	0	0
6	68	25	0	45.2	163	0	0
7	25	Saccopteryx_leptura	1	9.8	163	0	0
8	25	Saccopteryx_bilineata	1	9.8	163	0	0
9	68	47	0	3.68585	163	0	0
10	47	43	0	13.8141	163	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	163	0	0
12	43	34	0	9.73776	163	0	0
13	34	35	0	3.30694	163	0	0
14	35	37	0	6.6721	163	0	0
15	37	Sturnira_hondurensis	1	17.7832	163	0	0
16	37	Artibeus_jamaicensis	1	17.7832	163	0	0
17	35	36	0	13.2553	163	0	0
18	36	Phyllostomus_hastatus	1	11.2	163	0	0
19	36	Phyllostomus_discolor	1	11.2	163	0	0
20	34	Desmodus_rotundus	1	27.7622	163	0	0
21	47	63	0	5.51643	163	0	0
22	63	Molossus_molossus	1	45.7977	163	0	0
23	63	48	0	0	163	0	0
24	48	56	0	17.0412	163	0	0
25	56	57	0	10.5153	163	0	0
26	57	51	0	6.8221	163	0	0
27	51	33	0	0.83774	163	0	0
28	33	Myotis_brandtii	1	10.5814	163	0	0
29	33	Myotis_yumanensis	1	10.5814	163	0	0
30	51	Myotis_lucifugus	1	11.4192	163	0	0
31	57	49	0	4.99638	163	0	0
32	49	Myotis_davidii	1	13.2449	163	0	0
33	49	50	0	0.1449	163	0	0
34	50	Myotis_daubentonii	1	13.1	163	0	0
35	50	Myotis_myotis	1	13.1	163	0	0
36	56	60	0	2.9687	163	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	163	0	0
38	60	Eptesicus_fuscus	1	25.7878	163	0	0
39	48	Miniopterus_natalensis	1	45.7977	163	0	0
0	INTERNAL	13	0	37.3318	164	0	0
1	13	14	0	12.7335	164	0	0
2	14	Pteropus_alecto	1	11.9346	164	0	0
3	14	Pteropus_vampyrus	1	11.9346	164	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	164	1	0
5	INTERNAL	68	0	7	164	0	0
6	68	25	0	45.2	164	0	0
7	25	Saccopteryx_leptura	1	9.8	164	0	0
8	25	Saccopteryx_bilineata	1	9.8	164	0	0
9	68	47	0	3.68585	164	0	0
10	47	43	0	13.8141	164	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	164	0	0
12	43	34	0	9.73776	164	0	0
13	34	35	0	3.30694	164	0	0
14	35	37	0	6.6721	164	0	0
15	37	Sturnira_hondurensis	1	17.7832	164	0	0
16	37	Artibeus_jamaicensis	1	17.7832	164	0	0
17	35	36	0	13.2553	164	0	0
18	36	Phyllostomus_hastatus	1	11.2	164	0	0
19	36	Phyllostomus_discolor	1	11.2	164	0	0
20	34	Desmodus_rotundus	1	27.7622	164	0	0
21	47	63	0	5.51643	164	0	0
22	63	Molossus_molossus	1	45.7977	164	0	0
23	63	48	0	0	164	0	0
24	48	56	0	17.0412	164	0	0
25	56	57	0	10.5153	164	0	0
26	57	51	0	6.8221	164	0	0
27	51	33	0	0.83774	164	0	0
28	33	Myotis_brandtii	1	10.5814	164	0	0
29	33	Myotis_yumanensis	1	10.5814	164	0	0
30	51	Myotis_lucifugus	1	11.4192	164	0	0
31	57	49	0	4.99638	164	0	0
32	49	Myotis_davidii	1	13.2449	164	0	0
33	49	50	0	0.1449	164	0	0
34	50	Myotis_daubentonii	1	13.1	164	0	0
35	50	Myotis_myotis	1	13.1	164	0	0
36	56	60	0	2.9687	164	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	164	0	0
38	60	Eptesicus_fuscus	1	25.7878	164	0	0
39	48	Miniopterus_natalensis	1	45.7977	164	0	0
0	INTERNAL	13	0	37.3318	165	0	0
1	13	14	0	12.7335	165	1	0
2	14	Pteropus_alecto	1	11.9346	165	0	0
3	14	Pteropus_vampyrus	1	11.9346	165	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	165	0	0
5	INTERNAL	68	0	7	165	0	0
6	68	25	0	45.2	165	0	0
7	25	Saccopteryx_leptura	1	9.8	165	0	0
8	25	Saccopteryx_bilineata	1	9.8	165	0	0
9	68	47	0	3.68585	165	0	0
10	47	43	0	13.8141	165	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	165	0	0
12	43	34	0	9.73776	165	0	0
13	34	35	0	3.30694	165	0	0
14	35	37	0	6.6721	165	0	0
15	37	Sturnira_hondurensis	1	17.7832	165	0	0
16	37	Artibeus_jamaicensis	1	17.7832	165	0	0
17	35	36	0	13.2553	165	1	0
18	36	Phyllostomus_hastatus	1	11.2	165	0	0
19	36	Phyllostomus_discolor	1	11.2	165	0	0
20	34	Desmodus_rotundus	1	27.7622	165	0	0
21	47	63	0	5.51643	165	0	0
22	63	Molossus_molossus	1	45.7977	165	0	0
23	63	48	0	0	165	0	0
24	48	56	0	17.0412	165	0	0
25	56	57	0	10.5153	165	0	0
26	57	51	0	6.8221	165	0	0
27	51	33	0	0.83774	165	0	0
28	33	Myotis_brandtii	1	10.5814	165	0	0
29	33	Myotis_yumanensis	1	10.5814	165	0	0
30	51	Myotis_lucifugus	1	11.4192	165	0	0
31	57	49	0	4.99638	165	0	0
32	49	Myotis_davidii	1	13.2449	165	0	0
33	49	50	0	0.1449	165	0	0
34	50	Myotis_daubentonii	1	13.1	165	0	0
35	50	Myotis_myotis	1	13.1	165	0	0
36	56	60	0	2.9687	165	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	165	0	0
38	60	Eptesicus_fuscus	1	25.7878	165	0	0
39	48	Miniopterus_natalensis	1	45.7977	165	0	0
0	INTERNAL	13	0	37.3318	166	0	0
1	13	14	0	12.7335	166	0	0
2	14	Pteropus_alecto	1	11.9346	166	0	0
3	14	Pteropus_vampyrus	1	11.9346	166	0	0
